,count,duration,duration_bin,durations,type
31,1,102 min,95 - 120,102.0,Movie
32,1,104 min,95 - 120,104.0,Movie
33,1,99 min,95 - 120,99.0,Movie
34,1,105 min,95 - 120,105.0,Movie
35,1,56 min,0 - 60,56.0,Movie
36,1,125 min,120 - 150,125.0,Movie
37,1,119 min,95 - 120,119.0,Movie
39,1,81 min,60 - 90,81.0,Movie
40,1,97 min,95 - 120,97.0,Movie
41,1,106 min,95 - 120,106.0,Movie
42,1,99 min,95 - 120,99.0,Movie
43,1,107 min,95 - 120,107.0,Movie
44,1,93 min,90 - 95,93.0,Movie
46,1,89 min,60 - 90,89.0,Movie
47,1,105 min,95 - 120,105.0,Movie
48,1,87 min,60 - 90,87.0,Movie
49,1,97 min,95 - 120,97.0,Movie
50,1,109 min,95 - 120,109.0,Movie
52,1,93 min,90 - 95,93.0,Movie
54,1,109 min,95 - 120,109.0,Movie
55,1,44 min,0 - 60,44.0,Movie
56,1,75 min,60 - 90,75.0,Movie
57,1,101 min,95 - 120,101.0,Movie
59,1,89 min,60 - 90,89.0,Movie
60,1,90 min,90 - 95,90.0,Movie
62,1,90 min,90 - 95,90.0,Movie
65,1,93 min,90 - 95,93.0,Movie
66,1,101 min,95 - 120,101.0,Movie
67,1,37 min,0 - 60,37.0,Movie
68,1,113 min,95 - 120,113.0,Movie
69,1,89 min,60 - 90,89.0,Movie
70,1,84 min,60 - 90,84.0,Movie
71,1,102 min,95 - 120,102.0,Movie
72,1,102 min,95 - 120,102.0,Movie
73,1,114 min,95 - 120,114.0,Movie
74,1,130 min,120 - 150,130.0,Movie
75,1,90 min,90 - 95,90.0,Movie
76,1,94 min,90 - 95,94.0,Movie
77,1,97 min,95 - 120,97.0,Movie
78,1,143 min,120 - 150,143.0,Movie
79,1,91 min,90 - 95,91.0,Movie
81,1,107 min,95 - 120,107.0,Movie
82,1,95 min,95 - 120,95.0,Movie
83,1,119 min,95 - 120,119.0,Movie
84,1,93 min,90 - 95,93.0,Movie
88,1,101 min,95 - 120,101.0,Movie
89,1,93 min,90 - 95,93.0,Movie
90,1,140 min,120 - 150,140.0,Movie
91,1,135 min,120 - 150,135.0,Movie
92,1,82 min,60 - 90,82.0,Movie
93,1,70 min,60 - 90,70.0,Movie
94,1,104 min,95 - 120,104.0,Movie
96,1,117 min,95 - 120,117.0,Movie
97,1,121 min,120 - 150,121.0,Movie
98,1,92 min,90 - 95,92.0,Movie
99,1,124 min,120 - 150,124.0,Movie
100,1,164 min,150  - 300,164.0,Movie
101,1,53 min,0 - 60,53.0,Movie
102,1,93 min,90 - 95,93.0,Movie
103,1,91 min,90 - 95,91.0,Movie
104,1,83 min,60 - 90,83.0,Movie
105,1,93 min,90 - 95,93.0,Movie
106,1,114 min,95 - 120,114.0,Movie
107,1,116 min,95 - 120,116.0,Movie
109,1,93 min,90 - 95,93.0,Movie
110,1,81 min,60 - 90,81.0,Movie
113,1,84 min,60 - 90,84.0,Movie
114,1,105 min,95 - 120,105.0,Movie
115,1,86 min,60 - 90,86.0,Movie
116,1,120 min,120 - 150,120.0,Movie
117,1,106 min,95 - 120,106.0,Movie
118,1,92 min,90 - 95,92.0,Movie
119,1,96 min,95 - 120,96.0,Movie
120,1,97 min,95 - 120,97.0,Movie
121,1,99 min,95 - 120,99.0,Movie
122,1,100 min,95 - 120,100.0,Movie
123,1,126 min,120 - 150,126.0,Movie
124,1,96 min,95 - 120,96.0,Movie
125,1,75 min,60 - 90,75.0,Movie
126,1,94 min,90 - 95,94.0,Movie
127,1,129 min,120 - 150,129.0,Movie
128,1,80 min,60 - 90,80.0,Movie
129,1,103 min,95 - 120,103.0,Movie
131,1,96 min,95 - 120,96.0,Movie
133,1,77 min,60 - 90,77.0,Movie
135,1,137 min,120 - 150,137.0,Movie
136,1,148 min,120 - 150,148.0,Movie
143,1,123 min,120 - 150,123.0,Movie
144,1,121 min,120 - 150,121.0,Movie
145,1,95 min,95 - 120,95.0,Movie
146,1,28 min,0 - 60,28.0,Movie
147,1,99 min,95 - 120,99.0,Movie
148,1,104 min,95 - 120,104.0,Movie
149,1,122 min,120 - 150,122.0,Movie
150,1,104 min,95 - 120,104.0,Movie
151,1,94 min,90 - 95,94.0,Movie
153,1,176 min,150  - 300,176.0,Movie
154,1,107 min,95 - 120,107.0,Movie
155,1,90 min,90 - 95,90.0,Movie
156,1,94 min,90 - 95,94.0,Movie
157,1,101 min,95 - 120,101.0,Movie
158,1,87 min,60 - 90,87.0,Movie
159,1,92 min,90 - 95,92.0,Movie
160,1,85 min,60 - 90,85.0,Movie
161,1,93 min,90 - 95,93.0,Movie
162,1,22 min,0 - 60,22.0,Movie
163,1,95 min,95 - 120,95.0,Movie
164,1,86 min,60 - 90,86.0,Movie
165,1,137 min,120 - 150,137.0,Movie
166,1,101 min,95 - 120,101.0,Movie
167,1,68 min,60 - 90,68.0,Movie
168,1,121 min,120 - 150,121.0,Movie
169,1,111 min,95 - 120,111.0,Movie
170,1,110 min,95 - 120,110.0,Movie
171,1,29 min,0 - 60,29.0,Movie
172,1,142 min,120 - 150,142.0,Movie
173,1,168 min,150  - 300,168.0,Movie
174,1,102 min,95 - 120,102.0,Movie
175,1,92 min,90 - 95,92.0,Movie
176,1,86 min,60 - 90,86.0,Movie
177,1,22 min,0 - 60,22.0,Movie
178,1,22 min,0 - 60,22.0,Movie
179,1,21 min,0 - 60,21.0,Movie
181,1,59 min,0 - 60,59.0,Movie
182,1,93 min,90 - 95,93.0,Movie
183,1,86 min,60 - 90,86.0,Movie
184,1,80 min,60 - 90,80.0,Movie
185,1,109 min,95 - 120,109.0,Movie
186,1,92 min,90 - 95,92.0,Movie
187,1,92 min,90 - 95,92.0,Movie
189,1,89 min,60 - 90,89.0,Movie
190,1,96 min,95 - 120,96.0,Movie
192,1,95 min,95 - 120,95.0,Movie
193,1,87 min,60 - 90,87.0,Movie
194,1,93 min,90 - 95,93.0,Movie
196,1,113 min,95 - 120,113.0,Movie
200,1,20 min,0 - 60,20.0,Movie
201,1,117 min,95 - 120,117.0,Movie
203,1,97 min,95 - 120,97.0,Movie
204,1,98 min,95 - 120,98.0,Movie
205,1,108 min,95 - 120,108.0,Movie
206,1,125 min,120 - 150,125.0,Movie
207,1,91 min,90 - 95,91.0,Movie
208,1,76 min,60 - 90,76.0,Movie
209,1,90 min,90 - 95,90.0,Movie
210,1,82 min,60 - 90,82.0,Movie
211,1,111 min,95 - 120,111.0,Movie
212,1,92 min,90 - 95,92.0,Movie
214,1,110 min,95 - 120,110.0,Movie
215,1,94 min,90 - 95,94.0,Movie
216,1,100 min,95 - 120,100.0,Movie
217,1,91 min,90 - 95,91.0,Movie
219,1,94 min,90 - 95,94.0,Movie
220,1,44 min,0 - 60,44.0,Movie
221,1,108 min,95 - 120,108.0,Movie
222,1,130 min,120 - 150,130.0,Movie
223,1,83 min,60 - 90,83.0,Movie
224,1,123 min,120 - 150,123.0,Movie
226,1,106 min,95 - 120,106.0,Movie
227,1,87 min,60 - 90,87.0,Movie
228,1,130 min,120 - 150,130.0,Movie
229,1,100 min,95 - 120,100.0,Movie
230,1,96 min,95 - 120,96.0,Movie
231,1,89 min,60 - 90,89.0,Movie
232,1,95 min,95 - 120,95.0,Movie
233,1,26 min,0 - 60,26.0,Movie
234,1,156 min,150  - 300,156.0,Movie
236,1,98 min,95 - 120,98.0,Movie
237,1,30 min,0 - 60,30.0,Movie
238,1,108 min,95 - 120,108.0,Movie
240,1,92 min,90 - 95,92.0,Movie
242,1,28 min,0 - 60,28.0,Movie
243,1,99 min,95 - 120,99.0,Movie
244,1,85 min,60 - 90,85.0,Movie
245,1,122 min,120 - 150,122.0,Movie
246,1,84 min,60 - 90,84.0,Movie
247,1,57 min,0 - 60,57.0,Movie
249,1,107 min,95 - 120,107.0,Movie
250,1,102 min,95 - 120,102.0,Movie
251,1,103 min,95 - 120,103.0,Movie
252,1,91 min,90 - 95,91.0,Movie
253,1,104 min,95 - 120,104.0,Movie
254,1,91 min,90 - 95,91.0,Movie
255,1,110 min,95 - 120,110.0,Movie
257,1,111 min,95 - 120,111.0,Movie
261,1,77 min,60 - 90,77.0,Movie
262,1,99 min,95 - 120,99.0,Movie
263,1,122 min,120 - 150,122.0,Movie
264,1,150 min,150  - 300,150.0,Movie
265,1,117 min,95 - 120,117.0,Movie
266,1,126 min,120 - 150,126.0,Movie
267,1,148 min,120 - 150,148.0,Movie
268,1,122 min,120 - 150,122.0,Movie
269,1,95 min,95 - 120,95.0,Movie
270,1,133 min,120 - 150,133.0,Movie
271,1,164 min,150  - 300,164.0,Movie
272,1,115 min,95 - 120,115.0,Movie
273,1,154 min,150  - 300,154.0,Movie
274,1,133 min,120 - 150,133.0,Movie
275,1,110 min,95 - 120,110.0,Movie
277,1,127 min,120 - 150,127.0,Movie
278,1,146 min,120 - 150,146.0,Movie
279,1,136 min,120 - 150,136.0,Movie
280,1,100 min,95 - 120,100.0,Movie
281,1,90 min,90 - 95,90.0,Movie
282,1,88 min,60 - 90,88.0,Movie
283,1,131 min,120 - 150,131.0,Movie
285,1,44 min,0 - 60,44.0,Movie
286,1,101 min,95 - 120,101.0,Movie
287,1,123 min,120 - 150,123.0,Movie
291,1,90 min,90 - 95,90.0,Movie
292,1,89 min,60 - 90,89.0,Movie
293,1,87 min,60 - 90,87.0,Movie
295,1,24 min,0 - 60,24.0,Movie
296,1,88 min,60 - 90,88.0,Movie
297,1,133 min,120 - 150,133.0,Movie
298,1,110 min,95 - 120,110.0,Movie
299,1,112 min,95 - 120,112.0,Movie
300,1,129 min,120 - 150,129.0,Movie
301,1,87 min,60 - 90,87.0,Movie
302,1,87 min,60 - 90,87.0,Movie
304,1,120 min,120 - 150,120.0,Movie
305,1,59 min,0 - 60,59.0,Movie
307,1,74 min,60 - 90,74.0,Movie
308,1,96 min,95 - 120,96.0,Movie
309,1,91 min,90 - 95,91.0,Movie
310,1,59 min,0 - 60,59.0,Movie
311,1,105 min,95 - 120,105.0,Movie
312,1,63 min,60 - 90,63.0,Movie
313,1,111 min,95 - 120,111.0,Movie
314,1,96 min,95 - 120,96.0,Movie
315,1,99 min,95 - 120,99.0,Movie
316,1,92 min,90 - 95,92.0,Movie
317,1,86 min,60 - 90,86.0,Movie
318,1,90 min,90 - 95,90.0,Movie
320,1,63 min,60 - 90,63.0,Movie
323,1,106 min,95 - 120,106.0,Movie
325,1,38 min,0 - 60,38.0,Movie
326,1,93 min,90 - 95,93.0,Movie
327,1,87 min,60 - 90,87.0,Movie
328,1,25 min,0 - 60,25.0,Movie
329,1,105 min,95 - 120,105.0,Movie
330,1,94 min,90 - 95,94.0,Movie
331,1,107 min,95 - 120,107.0,Movie
332,1,89 min,60 - 90,89.0,Movie
334,1,92 min,90 - 95,92.0,Movie
342,1,22 min,0 - 60,22.0,Movie
343,1,174 min,150  - 300,174.0,Movie
344,1,60 min,60 - 90,60.0,Movie
345,1,97 min,95 - 120,97.0,Movie
346,1,122 min,120 - 150,122.0,Movie
347,1,91 min,90 - 95,91.0,Movie
351,1,84 min,60 - 90,84.0,Movie
352,1,97 min,95 - 120,97.0,Movie
353,1,127 min,120 - 150,127.0,Movie
354,1,153 min,150  - 300,153.0,Movie
355,1,158 min,150  - 300,158.0,Movie
356,1,151 min,150  - 300,151.0,Movie
358,1,150 min,150  - 300,150.0,Movie
361,1,105 min,95 - 120,105.0,Movie
362,1,109 min,95 - 120,109.0,Movie
366,1,81 min,60 - 90,81.0,Movie
368,1,162 min,150  - 300,162.0,Movie
369,1,104 min,95 - 120,104.0,Movie
370,1,54 min,0 - 60,54.0,Movie
371,1,94 min,90 - 95,94.0,Movie
372,1,83 min,60 - 90,83.0,Movie
373,1,85 min,60 - 90,85.0,Movie
374,1,106 min,95 - 120,106.0,Movie
375,1,60 min,60 - 90,60.0,Movie
376,1,102 min,95 - 120,102.0,Movie
377,1,88 min,60 - 90,88.0,Movie
378,1,51 min,0 - 60,51.0,Movie
379,1,100 min,95 - 120,100.0,Movie
381,1,131 min,120 - 150,131.0,Movie
382,1,109 min,95 - 120,109.0,Movie
383,1,69 min,60 - 90,69.0,Movie
384,1,106 min,95 - 120,106.0,Movie
385,1,115 min,95 - 120,115.0,Movie
386,1,60 min,60 - 90,60.0,Movie
387,1,64 min,60 - 90,64.0,Movie
388,1,110 min,95 - 120,110.0,Movie
390,1,54 min,0 - 60,54.0,Movie
391,1,147 min,120 - 150,147.0,Movie
392,1,112 min,95 - 120,112.0,Movie
394,1,87 min,60 - 90,87.0,Movie
395,1,63 min,60 - 90,63.0,Movie
397,1,88 min,60 - 90,88.0,Movie
399,1,42 min,0 - 60,42.0,Movie
400,1,90 min,90 - 95,90.0,Movie
401,1,89 min,60 - 90,89.0,Movie
402,1,79 min,60 - 90,79.0,Movie
403,1,101 min,95 - 120,101.0,Movie
406,1,102 min,95 - 120,102.0,Movie
407,1,122 min,120 - 150,122.0,Movie
408,1,85 min,60 - 90,85.0,Movie
410,1,83 min,60 - 90,83.0,Movie
413,1,92 min,90 - 95,92.0,Movie
414,1,40 min,0 - 60,40.0,Movie
415,1,84 min,60 - 90,84.0,Movie
416,1,104 min,95 - 120,104.0,Movie
417,1,91 min,90 - 95,91.0,Movie
418,1,109 min,95 - 120,109.0,Movie
419,1,100 min,95 - 120,100.0,Movie
420,1,90 min,90 - 95,90.0,Movie
421,1,90 min,90 - 95,90.0,Movie
422,1,94 min,90 - 95,94.0,Movie
423,1,99 min,95 - 120,99.0,Movie
424,1,90 min,90 - 95,90.0,Movie
425,1,95 min,95 - 120,95.0,Movie
427,1,92 min,90 - 95,92.0,Movie
429,1,103 min,95 - 120,103.0,Movie
430,1,103 min,95 - 120,103.0,Movie
431,1,103 min,95 - 120,103.0,Movie
432,1,45 min,0 - 60,45.0,Movie
433,1,45 min,0 - 60,45.0,Movie
435,1,90 min,90 - 95,90.0,Movie
436,1,106 min,95 - 120,106.0,Movie
438,1,75 min,60 - 90,75.0,Movie
439,1,98 min,95 - 120,98.0,Movie
441,1,112 min,95 - 120,112.0,Movie
442,1,92 min,90 - 95,92.0,Movie
443,1,103 min,95 - 120,103.0,Movie
444,1,104 min,95 - 120,104.0,Movie
445,1,92 min,90 - 95,92.0,Movie
446,1,172 min,150  - 300,172.0,Movie
447,1,125 min,120 - 150,125.0,Movie
448,1,96 min,95 - 120,96.0,Movie
450,1,44 min,0 - 60,44.0,Movie
453,1,81 min,60 - 90,81.0,Movie
454,1,112 min,95 - 120,112.0,Movie
455,1,122 min,120 - 150,122.0,Movie
456,1,101 min,95 - 120,101.0,Movie
459,1,53 min,0 - 60,53.0,Movie
461,1,53 min,0 - 60,53.0,Movie
462,1,110 min,95 - 120,110.0,Movie
463,1,10 min,0 - 60,10.0,Movie
464,1,99 min,95 - 120,99.0,Movie
465,1,95 min,95 - 120,95.0,Movie
466,1,119 min,95 - 120,119.0,Movie
467,1,163 min,150  - 300,163.0,Movie
469,1,55 min,0 - 60,55.0,Movie
470,1,84 min,60 - 90,84.0,Movie
472,1,96 min,95 - 120,96.0,Movie
473,1,102 min,95 - 120,102.0,Movie
474,1,90 min,90 - 95,90.0,Movie
476,1,106 min,95 - 120,106.0,Movie
477,1,72 min,60 - 90,72.0,Movie
479,1,127 min,120 - 150,127.0,Movie
480,1,116 min,95 - 120,116.0,Movie
481,1,128 min,120 - 150,128.0,Movie
482,1,61 min,60 - 90,61.0,Movie
483,1,57 min,0 - 60,57.0,Movie
484,1,80 min,60 - 90,80.0,Movie
485,1,80 min,60 - 90,80.0,Movie
486,1,75 min,60 - 90,75.0,Movie
487,1,75 min,60 - 90,75.0,Movie
488,1,79 min,60 - 90,79.0,Movie
489,1,93 min,90 - 95,93.0,Movie
490,1,129 min,120 - 150,129.0,Movie
491,1,108 min,95 - 120,108.0,Movie
492,1,87 min,60 - 90,87.0,Movie
493,1,71 min,60 - 90,71.0,Movie
495,1,97 min,95 - 120,97.0,Movie
496,1,91 min,90 - 95,91.0,Movie
497,1,83 min,60 - 90,83.0,Movie
498,1,85 min,60 - 90,85.0,Movie
499,1,116 min,95 - 120,116.0,Movie
500,1,130 min,120 - 150,130.0,Movie
501,1,111 min,95 - 120,111.0,Movie
502,1,113 min,95 - 120,113.0,Movie
503,1,97 min,95 - 120,97.0,Movie
505,1,102 min,95 - 120,102.0,Movie
506,1,106 min,95 - 120,106.0,Movie
507,1,160 min,150  - 300,160.0,Movie
508,1,137 min,120 - 150,137.0,Movie
509,1,171 min,150  - 300,171.0,Movie
510,1,171 min,150  - 300,171.0,Movie
511,1,104 min,95 - 120,104.0,Movie
512,1,95 min,95 - 120,95.0,Movie
513,1,90 min,90 - 95,90.0,Movie
514,1,128 min,120 - 150,128.0,Movie
517,1,103 min,95 - 120,103.0,Movie
518,1,121 min,120 - 150,121.0,Movie
519,1,30 min,0 - 60,30.0,Movie
520,1,48 min,0 - 60,48.0,Movie
521,1,139 min,120 - 150,139.0,Movie
522,1,105 min,95 - 120,105.0,Movie
524,1,104 min,95 - 120,104.0,Movie
525,1,162 min,150  - 300,162.0,Movie
526,1,157 min,150  - 300,157.0,Movie
527,1,15 min,0 - 60,15.0,Movie
528,1,106 min,95 - 120,106.0,Movie
529,1,130 min,120 - 150,130.0,Movie
530,1,88 min,60 - 90,88.0,Movie
532,1,146 min,120 - 150,146.0,Movie
535,1,64 min,60 - 90,64.0,Movie
536,1,104 min,95 - 120,104.0,Movie
537,1,127 min,120 - 150,127.0,Movie
538,1,92 min,90 - 95,92.0,Movie
541,1,100 min,95 - 120,100.0,Movie
542,1,72 min,60 - 90,72.0,Movie
546,1,118 min,95 - 120,118.0,Movie
547,1,110 min,95 - 120,110.0,Movie
548,1,65 min,60 - 90,65.0,Movie
550,1,64 min,60 - 90,64.0,Movie
551,1,59 min,0 - 60,59.0,Movie
552,1,122 min,120 - 150,122.0,Movie
553,1,90 min,90 - 95,90.0,Movie
554,1,60 min,60 - 90,60.0,Movie
555,1,134 min,120 - 150,134.0,Movie
557,1,89 min,60 - 90,89.0,Movie
560,1,161 min,150  - 300,161.0,Movie
561,1,86 min,60 - 90,86.0,Movie
562,1,87 min,60 - 90,87.0,Movie
563,1,130 min,120 - 150,130.0,Movie
564,1,107 min,95 - 120,107.0,Movie
566,1,80 min,60 - 90,80.0,Movie
567,1,79 min,60 - 90,79.0,Movie
568,1,62 min,60 - 90,62.0,Movie
571,1,93 min,90 - 95,93.0,Movie
572,1,81 min,60 - 90,81.0,Movie
573,1,87 min,60 - 90,87.0,Movie
577,1,54 min,0 - 60,54.0,Movie
579,1,98 min,95 - 120,98.0,Movie
580,1,113 min,95 - 120,113.0,Movie
581,1,91 min,90 - 95,91.0,Movie
582,1,89 min,60 - 90,89.0,Movie
585,1,63 min,60 - 90,63.0,Movie
587,1,110 min,95 - 120,110.0,Movie
588,1,98 min,95 - 120,98.0,Movie
589,1,125 min,120 - 150,125.0,Movie
590,1,106 min,95 - 120,106.0,Movie
591,1,93 min,90 - 95,93.0,Movie
592,1,139 min,120 - 150,139.0,Movie
593,1,90 min,90 - 95,90.0,Movie
594,1,123 min,120 - 150,123.0,Movie
599,1,168 min,150  - 300,168.0,Movie
600,1,83 min,60 - 90,83.0,Movie
601,1,101 min,95 - 120,101.0,Movie
602,1,94 min,90 - 95,94.0,Movie
604,1,100 min,95 - 120,100.0,Movie
605,1,117 min,95 - 120,117.0,Movie
606,1,133 min,120 - 150,133.0,Movie
607,1,81 min,60 - 90,81.0,Movie
608,1,91 min,90 - 95,91.0,Movie
611,1,104 min,95 - 120,104.0,Movie
612,1,106 min,95 - 120,106.0,Movie
613,1,112 min,95 - 120,112.0,Movie
614,1,122 min,120 - 150,122.0,Movie
617,1,102 min,95 - 120,102.0,Movie
618,1,88 min,60 - 90,88.0,Movie
620,1,99 min,95 - 120,99.0,Movie
622,1,186 min,150  - 300,186.0,Movie
623,1,49 min,0 - 60,49.0,Movie
625,1,94 min,90 - 95,94.0,Movie
626,1,90 min,90 - 95,90.0,Movie
627,1,95 min,95 - 120,95.0,Movie
628,1,97 min,95 - 120,97.0,Movie
629,1,110 min,95 - 120,110.0,Movie
631,1,97 min,95 - 120,97.0,Movie
633,1,73 min,60 - 90,73.0,Movie
634,1,88 min,60 - 90,88.0,Movie
635,1,150 min,150  - 300,150.0,Movie
636,1,97 min,95 - 120,97.0,Movie
637,1,91 min,90 - 95,91.0,Movie
638,1,92 min,90 - 95,92.0,Movie
642,1,111 min,95 - 120,111.0,Movie
643,1,101 min,95 - 120,101.0,Movie
644,1,112 min,95 - 120,112.0,Movie
645,1,73 min,60 - 90,73.0,Movie
646,1,89 min,60 - 90,89.0,Movie
647,1,129 min,120 - 150,129.0,Movie
648,1,58 min,0 - 60,58.0,Movie
649,1,80 min,60 - 90,80.0,Movie
650,1,65 min,60 - 90,65.0,Movie
652,1,99 min,95 - 120,99.0,Movie
653,1,126 min,120 - 150,126.0,Movie
654,1,135 min,120 - 150,135.0,Movie
655,1,127 min,120 - 150,127.0,Movie
656,1,165 min,150  - 300,165.0,Movie
657,1,166 min,150  - 300,166.0,Movie
658,1,166 min,150  - 300,166.0,Movie
659,1,138 min,120 - 150,138.0,Movie
660,1,159 min,150  - 300,159.0,Movie
661,1,160 min,150  - 300,160.0,Movie
662,1,159 min,150  - 300,159.0,Movie
663,1,136 min,120 - 150,136.0,Movie
664,1,112 min,95 - 120,112.0,Movie
665,1,101 min,95 - 120,101.0,Movie
666,1,143 min,120 - 150,143.0,Movie
670,1,127 min,120 - 150,127.0,Movie
671,1,98 min,95 - 120,98.0,Movie
673,1,61 min,60 - 90,61.0,Movie
674,1,95 min,95 - 120,95.0,Movie
675,1,86 min,60 - 90,86.0,Movie
678,1,84 min,60 - 90,84.0,Movie
679,1,111 min,95 - 120,111.0,Movie
681,1,92 min,90 - 95,92.0,Movie
682,1,102 min,95 - 120,102.0,Movie
683,1,97 min,95 - 120,97.0,Movie
684,1,90 min,90 - 95,90.0,Movie
687,1,119 min,95 - 120,119.0,Movie
688,1,147 min,120 - 150,147.0,Movie
689,1,99 min,95 - 120,99.0,Movie
691,1,130 min,120 - 150,130.0,Movie
692,1,87 min,60 - 90,87.0,Movie
695,1,83 min,60 - 90,83.0,Movie
696,1,83 min,60 - 90,83.0,Movie
697,1,105 min,95 - 120,105.0,Movie
699,1,91 min,90 - 95,91.0,Movie
700,1,117 min,95 - 120,117.0,Movie
701,1,117 min,95 - 120,117.0,Movie
708,1,78 min,60 - 90,78.0,Movie
709,1,75 min,60 - 90,75.0,Movie
710,1,78 min,60 - 90,78.0,Movie
711,1,149 min,120 - 150,149.0,Movie
712,1,103 min,95 - 120,103.0,Movie
713,1,108 min,95 - 120,108.0,Movie
714,1,84 min,60 - 90,84.0,Movie
715,1,94 min,90 - 95,94.0,Movie
716,1,95 min,95 - 120,95.0,Movie
717,1,141 min,120 - 150,141.0,Movie
718,1,122 min,120 - 150,122.0,Movie
719,1,134 min,120 - 150,134.0,Movie
722,1,107 min,95 - 120,107.0,Movie
727,1,126 min,120 - 150,126.0,Movie
728,1,122 min,120 - 150,122.0,Movie
729,1,95 min,95 - 120,95.0,Movie
730,1,88 min,60 - 90,88.0,Movie
732,1,101 min,95 - 120,101.0,Movie
733,1,74 min,60 - 90,74.0,Movie
734,1,64 min,60 - 90,64.0,Movie
737,1,74 min,60 - 90,74.0,Movie
738,1,74 min,60 - 90,74.0,Movie
739,1,83 min,60 - 90,83.0,Movie
741,1,72 min,60 - 90,72.0,Movie
742,1,79 min,60 - 90,79.0,Movie
743,1,72 min,60 - 90,72.0,Movie
744,1,80 min,60 - 90,80.0,Movie
745,1,75 min,60 - 90,75.0,Movie
746,1,75 min,60 - 90,75.0,Movie
747,1,72 min,60 - 90,72.0,Movie
748,1,109 min,95 - 120,109.0,Movie
749,1,132 min,120 - 150,132.0,Movie
751,1,110 min,95 - 120,110.0,Movie
752,1,99 min,95 - 120,99.0,Movie
753,1,144 min,120 - 150,144.0,Movie
754,1,91 min,90 - 95,91.0,Movie
755,1,105 min,95 - 120,105.0,Movie
756,1,166 min,150  - 300,166.0,Movie
757,1,103 min,95 - 120,103.0,Movie
758,1,128 min,120 - 150,128.0,Movie
762,1,118 min,95 - 120,118.0,Movie
763,1,87 min,60 - 90,87.0,Movie
764,1,77 min,60 - 90,77.0,Movie
765,1,98 min,95 - 120,98.0,Movie
767,1,94 min,90 - 95,94.0,Movie
770,1,125 min,120 - 150,125.0,Movie
771,1,29 min,0 - 60,29.0,Movie
772,1,102 min,95 - 120,102.0,Movie
773,1,121 min,120 - 150,121.0,Movie
774,1,116 min,95 - 120,116.0,Movie
775,1,110 min,95 - 120,110.0,Movie
776,1,88 min,60 - 90,88.0,Movie
780,1,52 min,0 - 60,52.0,Movie
781,1,89 min,60 - 90,89.0,Movie
782,1,52 min,0 - 60,52.0,Movie
785,1,137 min,120 - 150,137.0,Movie
787,1,51 min,0 - 60,51.0,Movie
789,1,110 min,95 - 120,110.0,Movie
790,1,92 min,90 - 95,92.0,Movie
792,1,119 min,95 - 120,119.0,Movie
794,1,81 min,60 - 90,81.0,Movie
795,1,73 min,60 - 90,73.0,Movie
796,1,75 min,60 - 90,75.0,Movie
798,1,99 min,95 - 120,99.0,Movie
799,1,89 min,60 - 90,89.0,Movie
801,1,121 min,120 - 150,121.0,Movie
802,1,100 min,95 - 120,100.0,Movie
803,1,92 min,90 - 95,92.0,Movie
804,1,100 min,95 - 120,100.0,Movie
806,1,98 min,95 - 120,98.0,Movie
807,1,97 min,95 - 120,97.0,Movie
808,1,97 min,95 - 120,97.0,Movie
809,1,86 min,60 - 90,86.0,Movie
810,1,105 min,95 - 120,105.0,Movie
812,1,100 min,95 - 120,100.0,Movie
813,1,96 min,95 - 120,96.0,Movie
816,1,115 min,95 - 120,115.0,Movie
817,1,99 min,95 - 120,99.0,Movie
818,1,76 min,60 - 90,76.0,Movie
820,1,113 min,95 - 120,113.0,Movie
821,1,88 min,60 - 90,88.0,Movie
822,1,106 min,95 - 120,106.0,Movie
823,1,127 min,120 - 150,127.0,Movie
824,1,90 min,90 - 95,90.0,Movie
826,1,74 min,60 - 90,74.0,Movie
827,1,91 min,90 - 95,91.0,Movie
830,1,85 min,60 - 90,85.0,Movie
831,1,90 min,90 - 95,90.0,Movie
832,1,102 min,95 - 120,102.0,Movie
833,1,90 min,90 - 95,90.0,Movie
834,1,87 min,60 - 90,87.0,Movie
835,1,100 min,95 - 120,100.0,Movie
836,1,25 min,0 - 60,25.0,Movie
837,1,94 min,90 - 95,94.0,Movie
838,1,105 min,95 - 120,105.0,Movie
839,1,99 min,95 - 120,99.0,Movie
840,1,116 min,95 - 120,116.0,Movie
841,1,82 min,60 - 90,82.0,Movie
842,1,120 min,120 - 150,120.0,Movie
843,1,77 min,60 - 90,77.0,Movie
844,1,92 min,90 - 95,92.0,Movie
845,1,107 min,95 - 120,107.0,Movie
846,1,62 min,60 - 90,62.0,Movie
847,1,57 min,0 - 60,57.0,Movie
848,1,70 min,60 - 90,70.0,Movie
851,1,98 min,95 - 120,98.0,Movie
852,1,77 min,60 - 90,77.0,Movie
853,1,44 min,0 - 60,44.0,Movie
854,1,97 min,95 - 120,97.0,Movie
857,1,100 min,95 - 120,100.0,Movie
860,1,104 min,95 - 120,104.0,Movie
861,1,56 min,0 - 60,56.0,Movie
863,1,108 min,95 - 120,108.0,Movie
864,1,83 min,60 - 90,83.0,Movie
865,1,91 min,90 - 95,91.0,Movie
866,1,149 min,120 - 150,149.0,Movie
867,1,112 min,95 - 120,112.0,Movie
873,1,102 min,95 - 120,102.0,Movie
874,1,98 min,95 - 120,98.0,Movie
875,1,107 min,95 - 120,107.0,Movie
877,1,59 min,0 - 60,59.0,Movie
878,1,120 min,120 - 150,120.0,Movie
